movie_index,genres,keywords,production_year,title,director,writer,actors
2988,Horror Mystery Thriller,male nudity nurse japanese house remake,2004,the grudge,takashishimizu,"stephensusco ,takashishimizu(film""ju-on:thegrudge"")","sarahmichellegellar,jasonbehr,williammapother,cleaduvall"
2989,Comedy,loss of mother loss of father golf sport taxes,1996,happy gilmore,dennisdugan,"timherlihy,adamsandler","adamsandler,christophermcdonald,juliebowen,francesbay"
2990,Horror Thriller,mass murder song brother sister aftercreditsstinger,2001,jeepers creepers,victorsalva,victorsalva,"ginaphilips,justinlong,jonathanbreck,patriciabelcher"
2991,Adventure Comedy Science Fiction,jealousy journey in the past sigmund freud time travel heavy metal,1989,bill & ted's excellent adventure,stephenherek,"chrismatheson,edsolomon","keanureeves,alexwinter,georgecarlin,terrycamilleri"
2992,Drama Family Music,pickpocket musical victorian england orphan,1968,oliver!,carolreed,"lionelbart(book),vernonharris ,charlesdickens(freelyadaptedfrom""olivertwist""by)","ronmoody,shaniwallis,oliverreed,harrysecombe"
2993,Drama Comedy,hotel based on novel india ensemble cast elderly,2011,the best exotic marigold hotel,johnmadden,"olparker ,deborahmoggach ","judidench,tomwilkinson,patrickpearson,hughdickson"
2994,Science Fiction Animation Comedy Family,holiday elementary school friends based on tv series summer,2001,recess: school's out,chucksheetz,"paulgermain(televisionseriesrecess),joeansolabehere(televisionseriesrecess),paulgermain ,joeansolabehere ,jonathangreenberg ,jonathangreenberg ","rickeyd'shoncollins,jasondavis,ashleyjohnson,andrewlawrence"
2995,Action Adventure Science Fiction,arena sandstorm dystopia oasis sequel,1985,mad max beyond thunderdome,"georgemiller,georgeogilvie","terryhayes,georgemiller","melgibson,brucespence,adamcockburn,tinaturner"
2996,Action Adventure Thriller,kidnapping lone wolf daughter father rescue mission,1985,commando,markl.lester,"jephloeb ,matthewweisman ,stevene.desouza ,stevene.desouza ","arnoldschwarzenegger,raedawnchong,danhedaya,vernonwells"
2997,Horror Mystery Thriller,suicide england fire country house shower,2016,the boy,williambrentbell,staceymenear,"laurencohan,rupertevans,jamesrussell,jimnorton"
2998,Horror Mystery Thriller,claustrophobia trapped in an elevator,2010,devil,johnerickdowdle,"briannelson ,m.nightshyamalan ","chrismessina,loganmarshall-green,jennyo'hara,bojananovakovic"
2999,Comedy,guard shopping mall thief drug,2002,friday after next,marcusraboy,"icecube ,djpooh ,icecube","icecube,mikeepps,johnwitherspoon,don'd.c.'curry"
3000,Drama Horror Thriller,sequel,2015,insidious: chapter 3,leighwhannell,"leighwhannell,leighwhannell ","dermotmulroney,stefaniescott,angussampson,leighwhannell"
3001,Action Adventure Comedy,martial arts pizzeria limousine music,1985,the last dragon,michaelschultz,louisvenosta,"taimak,vanity,christophermurney,juliuscarry"
3002,Horror Thriller Science Fiction,dream chimp manipulation botanist virtual reality,1992,the lawnmower man,brettleonard,"stephenking(titleonly),brettleonard ,gimeleverett ","jefffahey,piercebrosnan,jennywright,markbringelson"
3003,Comedy Music Romance,concert teenager one night based on young adult novel secret location,2008,nick and norah's infinite playlist,petersollett,"lorenescafaria ,rachelcohn ,davidlevithan ","michaelcera,katdennings,aaronyoo,rafigavron"
3004,Fantasy Comedy Adventure,angel wisconsin church service church aftercreditsstinger,1999,dogma,kevinsmith,kevinsmith,"budcort,barrethackney,jaredpfennigwerth,kitaosakurai"
3005,Comedy Drama,tattoo rock star groupie past family,2002,the banger sisters,bobdolman,bobdolman,"goldiehawn,susansarandon,geoffreyrush,erikachristensen"
3006,Drama Fantasy Horror Science Fiction Thriller,nazis anthology remake twilight zone,1983,twilight zone: the movie,"joedante,johnlandis,georgemiller,stevenspielberg","johnlandis,georgeclaytonjohnson ,richardmatheson ,melissamathison ,georgeclaytonjohnson ,richardmatheson ,jeromebixby(basedonastoryby),richardmatheson(basedonastoryby),rodserling(inspiredby""thetwilightzone""createdby)","danaykroyd,albertbrooks,vicmorrow,dougmcgrath"
3007,Action Thriller,new love protection money nightclub rausschmei\u00dfer revenge,1989,road house,rowdyherrington,"r.lancehill ,r.lancehill ,hilaryhenkin ","patrickswayze,kellylynch,samelliott,bengazzara"
3008,Action Comedy Crime,fbi drug crime violence drug private detective,1994,a low down dirty shame,keenenivorywayans,keenenivorywayans,"keenenivorywayans,charless.dutton,jadapinkettsmith,sallirichardson-whitfield"
3009,Drama Thriller,competition coma infidelity obsession bathing,2002,swimfan,johnpolson,"charlesf.bohl,phillipschneider","jessebradford,erikachristensen,shiriappleby,kateburton"
3010,Comedy Romance,salesclerk midlife crisis prenzlauer berg vulgar slacker,2006,employee of the month,gregcoolidge,"doncalame ,chrisconroy ,gregcoolidge ,doncalame ,chrisconroy ","danecook,jessicasimpson,daxshepard,andydick"
3011,Comedy Drama Romance,alcohol regret homophobia radio cheerleader,1998,can't hardly wait,"harryelfont,deborahkaplan","deborahkaplan,harryelfont","jenniferlovehewitt,ethanembry,charliekorsmo,laurenambrose"
3012,Crime Drama,street gang children's home coming of age gang juvenile delinquent,1983,the outsiders,francisfordcoppola,"kathleenrowell ,s.e.hinton ","c.thomashowell,mattdillon,ralphmacchio,patrickswayze"
3013,Adventure Family Fantasy,feral child remake dragon orphan 1980s,2016,pete's dragon,davidlowery,"davidlowery ,tobyhalbrooks ,malcolmmarmorstein(basedonascreenplayby),setoni.miller(basedonastoryby),s.s.field(basedonastoryby)","brycedallashoward,robertredford,oakesfegley,oonalaurence"
3014,Horror Science Fiction Thriller,coma sheriff based on novel sacrifice suspense,1983,the dead zone,davidcronenberg,"jeffreyboam ,stephenking ","christopherwalken,brookeadams,tomskerritt,herbertlom"
3015,Horror,haunted house sequel twins,2015,sinister 2,ciarã¡nfoy,"scottderrickson,c.robertcargill,scottderrickson(basedoncharacterscreatedby),c.robertcargill(basedoncharacterscreatedby)","jamesransone,shannynsossamon,robertdanielsloan,dartaniansloan"
3016,Drama Music,soong sisters duringcreditsstinger,2012,sparkle,salimakil,"marabrockakil ,joelschumacher ,howardrosenman ","jordinsparksthomas,whitneyhouston,derekluke,mikeepps"
3017,Horror Thriller,mobbing success violence against women revenge serial killer,2001,valentine,jamieblanks,"tomsavage ,donnapowers ,waynepowers ,gretchenj.berg ,aaronharberts ","deniserichards,davidboreanaz,marleyshelton,jessicacapshaw"
3018,Mystery Science Fiction Thriller,brother sister relationship wheelchair hypnosis investigation cover-up,2009,the fourth kind,olatundeosunsanmi,"olatundeosunsanmi ,olatundeosunsanmi ,terryrobbins ","millajovovich,willpatton,hakeemkae-kazim,coreyjohnson"
3019,Drama Comedy Music,usa country music commercial radio presenter radio transmission,2006,a prairie home companion,robertaltman,"garrisonkeillor ,garrisonkeillor ,kenlazebnik ","marylouiseburke,woodyharrelson,l.q.jones,tommyleejones"
3020,Drama Action Thriller,,1993,sugar hill,leonichaso,barrymichaelcooper,"wesleysnipes,khandialexander,devaughnnixon,marquisewilson"
3021,Action Thriller,,1985,invasion u.s.a.,josephzito,"jamesbruner ,chucknorris ,aaronnorris ,jamesbruner ","chucknorris,richardlynch,melissaprophet,alexanderzale"
3022,Comedy Drama Family,,2005,roll bounce,malcolmd.lee,normanvancejr.,"shadmoss,chimcbride,meagangood,wesleyjonathan"
3023,Comedy Drama,private school lone wolf theatre play theatre group theatre director,1998,rushmore,wesanderson,"wesanderson,owenwilson","jasonschwartzman,billmurray,oliviawilliams,seymourcassel"
3024,Science Fiction,missile light transformation low-budget alien,2010,skyline,"colinstrause,gregstrause","joshuacordes,liamo'donnell","ericbalfour,scottiethompson,brittanydaniel,crystalreed"
3025,Drama Comedy,india retirement home,2015,the second best exotic marigold hotel,johnmadden,"olparker ,olparker(screenstoryby),johnmadden(screenstoryby)","devpatel,maggiesmith,dannymahoney,davidstrathairn"
3026,Comedy Drama Family,cincinnati woman director,2008,kit kittredge: an american girl,patriciarozema,"annpeacock,valerietripp(kitkittredgestories)","abigailbreslin,juliaormond,chriso'donnell,janekrakowski"
3027,Comedy Drama Family Romance,mother man-woman relation single matchmaking single mother,2005,the perfect man,markrosman,"michaelmcquown ,heatherrobinson ,katietorpey ,ginawendkos ","hilaryduff,heatherlocklear,chrisnoth,mikeo'malley"
3028,Drama Romance,musical,1990,mo' better blues,spikelee,spikelee,"denzelwashington,spikelee,wesleysnipes,giancarloesposito"
3029,Action Comedy,loss of family loss of parents supernatural powers invulnerability spoof,2002,kung pow: enter the fist,steveoedekerk,steveoedekerk,"steveoedekerk,feilung,leolee,ling-linghsieh"
3030,Action Horror,nevada small town tractor stranded cult favorite,1990,tremors,ronunderwood,"s.s.wilson ,brentmaddock ,ronunderwood ,s.s.wilson ,brentmaddock ","kevinbacon,fredward,finncarter,michaelgross"
3031,Horror Thriller,life and death death of a friend parts of dead body,2003,wrong turn,robschmidt,alanb.mcelroy,"desmondharrington,elizadushku,emmanuellechriqui,jeremysisto"
3032,Western History,brother brother relationship jesse james cole younger,1980,the long riders,walterhill,"billbryden,stevensmith,stacykeach,jameskeach","davidcarradine,keithcarradine,robertcarradine,jameskeach"
3033,Action Crime Mystery Thriller,new york life and death gang war police china town,1999,the corruptor,jamesfoley,robertpucci,"yun-fatchow,markwahlberg,ricyoung,paulben-victor"
3034,Drama,river snake arkansas fugitive river boat,2013,mud,hirobumiwatanabe,hirobumiwatanabe ,"satoshihaneishi,misaohirayama,kaoriiida,kaoruiida"
3035,Action Adventure Comedy Crime,sex terrorist beach nudity police,2007,reno 911!: miami,robertbengarant,"robertbengarant,thomaslennon,kerrikenney,robertbengarant(tvseries),thomaslennon(tvseries),kerrikenney(tvseries)","lennieloftin,dannydevito,robertbengarant,niecynash"
3036,Documentary Music,concert,2013,one direction: this is us,morganspurlock,n/a,"niallhoran,zaynmalik,liampayne,harrystyles"
3037,Comedy,duringcreditsstinger,2009,"the goods: live hard, sell hard",nealbrennan,"andystock,rickstempson","jeremypiven,vingrhames,jamesbrolin,davidkoechner"
3038,Animation Family,,2002,hey arnold! the movie,tucktucker,"craigbartlett ,craigbartlett,steveviksten","spencerklein,francescamariesmith,jamilwalkersmith,dancastellaneta"
3039,Drama,based on novel biography historical figure marilyn monroe,2011,my week with marilyn,simoncurtis,"adrianhodges ,colinclark(books)","michellewilliams,eddieredmayne,juliaormond,kennethbranagh"
3040,Action Comedy Crime Drama Thriller,mexico city midlife crisis cocktail independent film stranger,2005,the matador,richardshepard,richardshepard,"piercebrosnan,arlinmiller,azucenamedina,jonahmeyerson"
3041,Comedy Drama Romance,sex ex-boyfriend independent film african american,1997,love jones,theodorewitcher,theodorewitcher,"larenztate,nialong,isaiahwashington,lisanicolecarson"
3042,Thriller Mystery,detective stalker gift bully psychological thriller,2015,the gift,joeledgerton,joeledgerton,"jasonbateman,rebeccahall,joeledgerton,allisontolman"
3043,Adventure Drama,drama,2005,end of the spear,jimhanon,"billewing,bartgavigan,jimhanon","louieleonardo,chadallen,jackguzman,christinasouza"
3044,Comedy Romance,theatre play theatre group high school falling in love,2001,get over it,tommyo'haver,r.leeflemingjr.,"kirstendunst,benfoster,melissasagemiller,sisqã³"
3045,Comedy Crime,suburbia downsizing software engineer burnout dallas texas,1999,office space,mikejudge,"mikejudge(miltonanimatedshorts),mikejudge ","ronlivingston,jenniferaniston,davidherman,ajaynaidu"
3046,Comedy,minnesota mother role beauty contest girl from the province hicktown,1999,drop dead gorgeous,michaelpatrickjann,lonawilliams,"kirstendunst,ellenbarkin,allisonjanney,deniserichards"
3047,Drama,wife husband relationship artist court case,2014,big eyes,timburton,"scottalexander,larrykaraszewski","amyadams,christophwaltz,dannyhuston,krystenritter"
3048,Comedy Crime Thriller,prostitute hotel cocaine nudity psychopath,1998,very bad things,peterberg,peterberg,"jonfavreau,lelandorser,camerondiaz,christianslater"
3049,Comedy Family,high school scavenger hunt teenage crush slumber party teenager,2004,sleepover,joenussbaum,elisabell,"alexapenavega,mikaboorem,janelynch,samhuntington"
3050,Crime Mystery Horror Thriller,female nudity pornography claustrophobia nudity witness,1984,body double,briandepalma,"robertj.avrech ,briandepalma ,briandepalma ","craigwasson,melaniegriffith,gregghenry,deborahshelton"
3051,Action Adventure Comedy,aftercreditsstinger duringcreditsstinger,2010,macgruber,jormataccone,"willforte,johnsolomon,jormataccone","willforte,kristenwiig,ryanphillippe,valkilmer"
3052,Crime Drama Thriller,london england prostitute hotel night watchman illegal immigration,2002,dirty pretty things,stephenfrears,stevenknight,"chiwetelejiofor,audreytautou,sergilã³pez,sophieokonedo"
3053,Comedy,slapstick ensemble cast duringcreditsstinger woman director laxative,2013,movie 43,"elizabethbanks,stevenbrill,stevecarr,rustycundieff,jamesduffy,griffindunne,peterfarrelly,patrikforsberg,willgraham,jamesgunn,brettratner,jonathanvantulleken,bobodenkirk","rockyrusso,jeremysosenko,rickyblitt,rockyrusso ,jeremysosenko ,billo'malley ,willgraham,jackkukoda,rockyrusso,jeremysosenko,mattportenoy,rockyrusso ,jeremysosenko ,claeskjellstrom ,jonaswittenmark ,tobiascarlson ,willcarlough,jonathanvantulleken,elizabethshapiro,patrikforsberg,ollesarri,jacobfleisher,gregpritikin,rockyrusso,jeremysosenko,jamesgunn","dennisquaid,gregkinnear,common,charliesaxton"
3054,Comedy,diary romantic comedy death of lover spirit death by accident,2008,over her dead body,jefflowell,jefflowell,"evalongoria,paulrudd,lakebell,jasonbiggs"
3055,Comedy Drama Romance Science Fiction,asteroid road trip end of the world woman director,2012,seeking a friend for the end of the world,lorenescafaria,lorenescafaria,"stevecarell,keiraknightley,adambrody,conniebritton"
3056,Comedy,hotel infidelity one-night stand friendship swimming pool,2011,cedar rapids,miguelarteta,philjohnston,"edhelms,johnc.reilly,anneheche,isiahwhitlockjr."
3057,Drama,usa neo-nazi prison skinhead brother brother relationship,1998,american history x,tonykaye,davidmckenna,"edwardnorton,edwardfurlong,beverlyd'angelo,jenniferlien"
3058,Horror Thriller,mercenary party sequel gore escape,2012,the collection,marcusdunstan,"patrickmelton,marcusdunstan,patrickmelton ,marcusdunstan ","joshstewart,emmafitzpatrick,christophermcdonald,leetergesen"
3059,Animation Drama Family Music,,2004,teacher's pet,timothybjã¶rklund,"garybaseman(televisionseriesteacher'spet),billsteinkellner(televisionseriesteacher'spet),cheristeinkellner(televisionseriesteacher'spet),billsteinkellner ,cheristeinkellner ","nathanlane,kelseygrammer,shaunfleming,debrajorupp"
3060,Drama Thriller Mystery Music Romance,auction violin,1998,the red violin,franã§oisgirard,"donmckellar,franã§oisgirard","carlocecchi,irenegrazioli,anitalaurenzi,tommasopuntelli"
3061,Drama,brother brother relationship mississippi wisconsin lawnmower iowa,1999,the straight story,davidlynch,"johnroach,marysweeney","sissyspacek,janegallowayheitz,josepha.carpenter,donaldwiegert"
3062,Action Crime Drama Romance,gang new york city drug overdose,2002,deuces wild,scottkalvert,"paulkimatian,christophergambale","stephendorff,bradrenfro,fairuzabalk,normanreedus"
3063,Comedy,competition satire spelling bee estranged father unlikely friendship,2013,bad words,jasonbateman,andrewdodge,"jasonbateman,kathrynhahn,rohanchand,philipbakerhall"
3064,Comedy Romance,father son relationship new love fianc\u00e9 training rent,2007,"run, fat boy, run",davidschwimmer,"michaelianblack ,simonpegg ,michaelianblack ","simonpegg,thandienewton,hankazaria,dylanmoran"
3065,Comedy Romance Family,servant future chase lovers outlaw,1981,heartbeeps,allanarkush,johnhill,"andykaufman,bernadettepeters,randyquaid,kennethmcmillan"
3066,Drama,grieving widower widower,2014,black or white,mikebinder,mikebinder,"kevincostner,octaviaspencer,jillianestell,billburr"
3067,Comedy Family Romance,,2001,on the line,ericbross,"ericaronson,paulb.stanton","lancebass,joeyfatone,emmanuellechriqui,gq"
